ID,URL,Title,Text,Summary,Topic,Label
33,https://lesdeqodeurs.fr/six-usines-britanniques-sur-dix-risquent-de-faire-faillite-en-raison-de-la-flambee-des-factures/,Six usines britanniques sur dix risquent de faire faillite en raison de la flambée des factures,"Six usines britanniques sur dix risquent de faire faillite en raison de la flambée des factures. Article original datant du 03/09/22 par Bloomberg Six in 10 British Factories at Risk of Going Under as Bills Soar NDLR : Cet article est une traduction de Bloomberg, un média mainstream qui pousse le narratif du pass climatique. Nous l'avons traduit pour montrer que d'autres états accordent aussi leurs violons pour participer au même orchestre symphonique des perroquets inconscients. La flambée des factures d’énergie menace de mettre six fabricants britanniques sur dix en faillite, selon une enquête qui met à nu l’ampleur de la crise à laquelle est confronté le prochain premier ministre. MakeUK, le groupe de lobbying des usines britanniques, a déclaré que près de la moitié des fabricants ont connu une hausse de plus de 100 % de leurs factures d’électricité au cours de l’année écoulée.",Six usines britanniques sur dix risquent de faire faillite en raison of la flambée des factures. Six in 10 British Factories at Risk of Going Under as Bills Soar.,Environnement & climat,Environnement & climat
34,https://lesdeqodeurs.fr/louverture-des-sceaux-de-lapocalypse/,L’ouverture des sceaux de l’Apocalypse,"L’ouverture des sceaux de l’Apocalypse. Introduction nécessaire Tout d’abord, une introduction importante. Depuis Moïse, il y a 2 différents enseignements. Ces extraits proviennent de manuscrits accessibles mais tenus discrets par le Vatican et d’autres institutions. Les manuscrits de la mer morte confirment l’approche abordé ci-dessous.","L’ouverture des sceaux de l’Apocalypse. L’approche abordé ci-dessous. Depuis Moïse, il y a 2 différents enseignements.",Société & culture,Société & culture
35,https://www.francesoir.fr/actualites-france/retraites-la-cfdt-cheminots-appelle-la-greve-reconductible-faute-dengagements-du,"Retraites: la CFDT-Cheminots appelle à la grève reconductible, faute d'engagements du gouvernement","Retraites: la CFDT-Cheminots appelle à la grève reconductible, faute d'engagements du gouvernement. La CFDT-Cheminots, qui avait déposé un préavis de grève pour obtenir 'des engagements clairs' du gouvernement, a appelé lundi 'tous les cheminots à se mettre en grève reconductible' jeudi, faute d'avoir obtenu des réponses de l'exécutif, a-t-elle annoncé lundi. Le syndicat appelle dans un tract les salariés de la SNCF à 'montrer au gouvernement leur détermination à défendre les spécificités de (leurs) métiers'. 'L'appel urgent à la négociation lancé par la CFDT-Cheminots au travers de son préavis (annoncé le 21 novembre, déposé le 27 novembre, ndlr) n'a pas été saisi par le gouvernement. Celui-ci a refusé de clarifier sa position et de répondre aux légitimes attentes des cheminots.","La CFDT-Cheminots appelle à la grève reconductible, faute d'engagements du gouvernement. Le syndicat appelle dans un tract les salariés de the SNCF.",Politique,Politique
36,https://lesalonbeige.fr/le-programme-dun-nouvel-ordre-mondial-presuppose-une-economisation-totale-de-lhomme/,Le programme d’un nouvel ordre mondial présuppose une économisation totale de l’homme,"Le programme d’un nouvel ordre mondial présuppose une économisation totale de l’homme. Extraits d’un entretien donné par le cardinal Müller, préfet émérite de la Congrégation pour la doctrine de la foi : Depuis quelques décennies, l’exigence selon laquelle l’ordre mondial existant doit être remplacé par un ordre qui ne connaît plus le recours à Dieu, mais seulement celui au progrès inconditionnel, hante à nouveau le discours politique. La revendication de cet ordre mondial, appelé “Nouvel ordre mondial”, se fait presque en marge du discours politique, public. Que devons-nous comprendre par “Nouvel ordre mondial” ? Aussi bien selon la confession de foi juive que chrétienne, c’est Dieu lui-même qui, dans sa souveraine bonté, a créé le monde à partir du néant et l’a ordonné dans sa parole (logos, raison) et son esprit (force, sagesse) éternels.","Le programme d’un nouvel ordre mondial présuppose une économisation totale de l’homme. Aussi bien selon la confession de foi juive que chrétienne, c’est Dieu lui-même.",Société & culture,Société & culture
37,https://www.polemia.com/ukraine-qui-ment-et-pourquoi/,"Ukraine : qui ment, et pourquoi ?","Ukraine : qui ment, et pourquoi ?. Par Camille Galic, journaliste et essayiste ♦ Qualifiée de « propagandiste de Poutine » par The Times, flétrie dans Le Point pour son « consentement au pire », Amnesty International file un mauvais coton politique. Une première pour cette organisation portée aux nues depuis sa création en 1961 par l’avocat britannique Peter Solomon dit Benenson et dont les premières cibles furent le Portugal du président Salazar et l’Algérie Française. Son crime ? Avoir, dans un rapport publié le 4 août, mis en cause les méthodes de la présidence et du commandement ukrainiens, par définition intouchables alors qu’ils sont loin d’être exemplaires.",Amnesty International file un mauvais coton politique. Avoir mis en cause les méthodes de la présidence et du commandement ukrainiens.,Politique,Politique
38,https://www.profession-gendarme.com/ukraine-la-defense-territoriale-entre-en-scene/,entre en scène – Profession Gendarme,"entre en scène – Profession Gendarme. Vue(s) : 2 635 Il est parfois nécessaire de relever certaines informations discrètes comme celle-ci : “Le parlement ukrainien adopte une loi autorisant la défense territoriale à effectuer des missions dans les zones d’opérations de combat” (1). Mine de rien, c’est une information clé qui s’insère dans un tableau plus général caractérisé par un front de l’Est qui semble à l’arrêt mais quand les annonces militaires se limitent à se plaindre de l’artillerie russe (leur point fort), c’est mauvais signe. La défense territoriale, ce sont des troupes qui ne sont pas entraînées au combat et qui n’en ont ni la forme physique (âge, notamment) ni l’armement. Ce sont des “réservistes de réservistes”, des troupes de basse police.","“Le parlement ukrainien adopte une loi autorisant la défense territoriale à effectuer des missions dans les zones d’opérations de combat” (1) “C’est une information clé qui s’insère dans un tableau plus général caractérisé par un front de l’Est’ (2) ‘Ce sont des “réservistes de réserviste’, des troupes de basse",Sécurité & criminalité,Sécurité & criminalité
39,https://lalettrepatriote.com/deja-marie-en-algerie-il-epouse-une-francaise/,"Déjà marié en Algérie, il épouse une Française…","Déjà marié en Algérie, il épouse une Française…. Nos confrères de La Manche Libre racontent qu’un homme de 45 ans de nationalité algérienne a épousé à Cherbourg une Française alors qu’il était déjà marié en Algérie ! Il a été jugé par le tribunal judiciaire de Cherbourg le mardi 7 février. Pour son mariage en France, il a fourni de faux renseignements sur sa situation. Sa véritable épouse – algérienne- , avec laquelle il a deux enfants (!), a transmis aux autorités un courrier précisant la situation.","Un homme de 45 ans de nationalité algérienne a épousé à Cherbourg une Française. Il a été jugé par le tribunal judiciaire de Cherbourg le mardi 7 février. Pour son mariage en France, il a fourni de faux renseignements sur sa situation.",Sécurité & criminalité,Société & culture
41,https://www.lelibrepenseur.org/fin-du-conflit-a-laeroport-felix-eboue-pas-de-pass-sanitaire-exige-pour-les-salaries/,Fin du conflit à l’aéroport Félix-Eboué : pas de pass sanitaire exigé pour les salariés !,"Fin du conflit à l’aéroport Félix-Eboué : pas de pass sanitaire exigé pour les salariés !. Carine Sinaï-Bossou, la présidente de la CCIG, Chambre de Commerce et d’Industrie de Guyane, autorité de gestion de l’aéroport Félix-Eboué, et l’intersyndicale UTG CDTG UNSA ont signé hier en fin d’après-midi un protocole de fin de grève. Dans ce document, l’autorité de gestion de l’aéroport de Matoury certifie que l’obligation vaccinale n’est pas demandée aux personnes travaillant sur la plateforme aéroportuaire. Ni la justification d’un pass sanitaire. C’était la principale revendication des grévistes.",L’obligation vaccinale n’est pas demandée aux personnes travaillant sur la plateforme aéroportuaire. Ni la justification d’un pass sanitaire. C’était la principale revendication des grévistes.,Politique,Politique
42,https://www.profession-gendarme.com/un-medecin-de-larmee-americaine-revele-que-les-medecins-ont-recu-lordre-de-ne-pas-signaler-les-effets-indesirables-lies-aux-vaccins-anti-covid/,Un médecin de l’armée américaine révèle que les médecins ont reçu l’ordre de ne pas signaler les effets indésirables liés aux « vaccins » anti-Covid – Profession Gendarme,"Un médecin de l’armée américaine révèle que les médecins ont reçu l’ordre de ne pas signaler les effets indésirables liés aux « vaccins » anti-Covid – Profession Gendarme. Vue(s) : 3 219 Un lieutenant-colonel et médecin militaire de l’armée américaine a décrit comment on a dit à des médecins de l’armée de ne pas enregistrer de dossiers sur les effets indésirables du vaccin contre le COVID dans les bases de données officielles. « Soit ils détournent le regard, soit ils disent simplement : « Eh bien, je ne peux pas faire ça. Cela n’existe pas », a déclaré le Dr Peter Chambers, lieutenant-colonel de l’armée américaine, béret vert des forces spéciales et médecin militaire. Chambers a fait ces commentaires dans le cadre de la neuvième conférence en ligne de la Truth For Health Foundation, qui traitait le sujet des effets secondaires des injection de « vaccin » anti-COVID.",Médecin de l’armée américaine révèle que les médecins ont reçu l'ordre de ne pas signaler les effets indésirables liés aux ‘vaccins » anti-Covid. Dr Peter Chambers a fait ces commentaires dans le cadre de la neuvième conférence en ligne de la Truth For Health Foundation.,Sécurité & criminalité,Santé publique & médecine 
43,https://ripostelaique.com/les-faux-culs-par-ailleurs-va-t-en-guerre-ca-suffit.html,"Les faux-culs, par ailleurs « va-t-en guerre », ça suffit ! – Riposte Laique","Les faux-culs, par ailleurs « va-t-en guerre », ça suffit ! – Riposte Laique. Vues : 28 Les informations incessantes distillées sur les ondes radio, dans les journaux et à la télévision ne cessent de nous inonder d’informations plus détestables les unes que les autres concernant le conflit en Ukraine. Tous les commentaires vont invariablement dans le même sens : Poutine est un monstre, Zelensky un héros et il faut soutenir sans aucune réserve les Ukrainiens, quitte à ce que tout cela se finisse par un gigantesque conflit pouvant être nucléaire. Dans tous les débats sur les médias, français (et étrangers), il n’y a que des personnes pro-Zelensky et pro-Ukraine.","Riposte Laique: Poutine est un monstre, Zelensky un héros. Il faut soutenir sans aucune réserve les Ukrainiens. Les faux-culs, par ailleurs « va-t-en guerre », ça suffit !",Société & culture,Politique
45,https://www.bvoltaire.fr/entretien-exclusif-helen-joyce-aujourdhui-on-demande-aux-enseignants-dapprendre-aux-enfants-ce-que-signifie-etre-un-garcon-ou-une-fille-en-les-faisant-se-questionner-sur-leur-i/,"[Entretien exclusif] Helen Joyce : « Aujourd’hui, on demande aux enseignants d’apprendre aux enfants ce que signifie être un garçon ou une fille en les faisant se questionner sur leur identité de genr","[Entretien exclusif] Helen Joyce : « Aujourd’hui, on demande aux enseignants d’apprendre aux enfants ce que signifie être un garçon ou une fille en les faisant se questionner sur leur identité de genr. Helen Joyce est une journaliste irlandaise, rédactrice en chef des affaires événementielles à The Economist. Depuis 2018, Helen Joyce s’intéresse aux questions de transsexualité. En 2021, elle publie un ouvrage qui connaît un grand succès : Trans, quand l’idéologie rencontre la réalité (Trans: When Ideology Meets Reality). Pour Boulevard Voltaire, elle accepte de répondre à nos questions.","Helen Joyce est une journaliste irlandaise, rédactrice en chef des affaires événementielles à The Economist. Depuis 2018, Helen Joyce s’intéresse aux questions de transsexualité. En 2021, elle publie un ouvrage : Trans, quand l’idéologie rencontre la réalité.",Société & culture,Société & culture
46,https://www.dreuz.info/2021/08/suisse-une-rentree-politique-sous-le-signe-du-viol-249468.html,Suisse : une rentrée politique sous le signe du viol,"Suisse : une rentrée politique sous le signe du viol. Le visuel de la campagne d’Amnesty International, qui fait campagne pour le consentement: «Seul un oui est un oui». Source : Lematin Le Parlement va reprendre ses séances cette semaine. À la suite de l’affaire de Bâle où un violeur a vu sa peine réduite, la question du viol va faire l’objet d’un débat très sensible. Devenez « lecteur premium », pour avoir accès à une navigation sans publicité, et nous soutenir financièrement pour continuer de défendre vos idées !",Le Parlement va reprendre ses séances cette semaine. La question du viol va faire l’objet d’un débat très sensible.,Politique,Politique
47,https://www.bvoltaire.fr/la-guerre-en-ukraine-accelerera-t-elle-la-chute-de-lempire-americain/,La guerre en Ukraine accélérera-t-elle la chute de l’empire américain ?,"La guerre en Ukraine accélérera-t-elle la chute de l’empire américain ?. Dans une récente chronique publiée dans Marianne, Emmanuel Todd, reprenant ses analyses sur le déclin américain qu’il avait développées dans Après l’empire (2002), soutient que la guerre en Ukraine constitue un enjeu existentiel non seulement pour Moscou mais aussi pour Washington : « Si la Russie tient en Ukraine, le système impérial des États-Unis s’effondre. » Pour l’essayiste, avec 1.000 milliards de dollars de déficit sur les échanges de biens et les multiples signes de son décrochage tant sur le plan industriel que militaire, l’Amérique tient aujourd’hui le monde « par des symboles » qui masquent la réalité ainsi que par le règne du dollar, son système financier, Internet et la langue anglaise. Si la Russie survivait aux sanctions, la démonstration serait faite de la fin de sa capacité de contrôle et de contrainte. Les faiblesses de l’empire seraient mises au jour.","La guerre en Ukraine accélérera-t-elle la chute of l’empire américain. Emmanuel Todd: Si la Russie tient en Ukraine, le système impérial des États-Unis s’effondre.",Économie & finance,Économie & finance
48,https://www.profession-gendarme.com/un-colonel-de-gendarmerie-a-la-tete-de-la-spa-pour-ramener-la-paix/,Un colonel de gendarmerie à la tête de la SPA pour ramener la paix – Profession Gendarme,"Un colonel de gendarmerie à la tête de la SPA pour ramener la paix – Profession Gendarme. Vue(s) : 940 Jacques-Charles Fombonne, 58 ans, avait rejoint en juin le conseil d’administration de la SPA, sur proposition de Natacha Harry. – Martin BUREAU / AFP Jacques-Charles Fombonne présidera la Société protectrice des animaux (SPA) jusqu’en juin 2019, date des prochaines élections générales de l’association. Parviendra-t-il à apaiser le climat au sein de la SPA? Un colonel de gendarmerie, Jacques-Charles Fombonne, a été élu lundi président de la Société protectrice des animaux par le conseil d’administration de l’association, agitée depuis des mois par une crise interne.","Jacques-Charles Fombonne, 58, a été élu lundi président de la Société protectrice des animaux (SPA) Parviendra-t-il à apaiser le climat au sein of the SPA?",Sécurité & criminalité,Sécurité & criminalité
49,https://lesakerfrancophone.fr/quo-vadis-m-johnson,"Quo Vadis, M. Johnson ?","Quo Vadis, M. Johnson ?. Je… crois que… nos enfants (seront) un jour des citoyens du même pays du monde sous un drapeau qui sera un mélange de l’Union Jack et de la bannière étoilée. Sir Arthur Conan Doyle, Le Noble Bachelor, 1887 Par Batiushka – Le 1er juin 2022 – Source thesaker.is Alexander Johnson, ou pour lui donner son nom complet, Alexander Boris de Pfeffel Johnson, est né de riches parents britanniques à New York en juin 1964, cinquante ans après l’assassinat de Sarajevo en juin 1914. Depuis 2019, Johnson est le Premier ministre du Royaume-Uni.","Alexander Boris de Pfeffel Johnson est né de riches parents britanniques à New York en juin 1964. Depuis 2019, Johnson est le Premier ministre du Royaume-Uni. Par Batiushka – Le 1er juin 2022 – Source thesaker.",Société & culture,Société & culture
50,https://www.lelibrepenseur.org/covid-19-un-medecin-de-touraine-refuse-le-vaccin-aux-adolescents/,Covid-19 : un médecin de Touraine refuse le vaccin aux adolescents,"Covid-19 : un médecin de Touraine refuse le vaccin aux adolescents. Dans le village tourangin de Bléré, les adolescents venus demander l’injection au centre vaccinal itinérant sont repartis bredouilles. La raison ? Le médecin en charge de la vaccination considérait que « les études pour les moins de 16 ans n’étaient pas bien faites », rapporte une mère de famille interrogée par France Bleu Touraine. Sa fille de 13 ans, accompagnée de son père, s’est vue refuser tout net l’injection demandée.",Un médecin de Touraine refuse le vaccin aux adolescents. Un fille de 13 ans refuser tout net l’injection demandée.,Santé publique & médecine,Santé publique & médecine 
51,https://lesobservateurs.ch/2022/09/21/les-vert-e-s-sont-decus-du-contre-projet-de-simonetta-a-linitiative-sur-les-glaciers-pas-assez-ambitieux-trop-frileux-pas-assez-aligne-sur-lue/,"Les Vert.e.s sont déçus du contre-projet de Simonetta Sommaruga à l’initiative sur les glaciers: “pas assez ambitieux”, “trop frileux”, “pas assez aligné sur l’UE”","Les Vert.e.s sont déçus du contre-projet de Simonetta Sommaruga à l’initiative sur les glaciers: “pas assez ambitieux”, “trop frileux”, “pas assez aligné sur l’UE”. Selon la conseillère fédérale Simonetta Sommaruga, le nouveau projet de loi renforce l’approvisionnement énergétique de la Suisse et réduit la dépendance au pétrole et au gaz naturel. Guillaume Chillier - le 17 septembre 2022 Chez les Verts, c’est la déception. «Le Conseil fédéral semble à contre-courant du Parlement, critique la conseillère nationale genevoise Delphine Klopfenstein Broggini. Jeudi, c’était de bonnes nouvelles pour l’approvisionnement en énergie durable et le climat.",Les Vert.e.s sont déçus du contre-projet de Simonetta Sommaruga. Le nouveau projet de loi renforce l’approvisionnement énergétique de la Suisse.,Environnement & climat,Environnement & climat
52,https://www.breizh-info.com/2021/07/08/167263/vannes-apres-quimper-la-ville-devient-elle-aussi-une-zone-de-liberte-lgbt/,"Vannes. Après Quimper, la ville devient aussi une « zone de liberté LGBT »","Vannes. Après Quimper, la ville devient aussi une « zone de liberté LGBT ». Vannes, son port, ses remparts, et désormais… sa « zone de liberté LGBT ». En effet, la ville morbihannaise, sous l’impulsion du groupe LREM, a adopté un vœu destiné à marquer son opposition aux récentes mesures prises par des villes polonaises et hongroises visant à préserver le modèle familial traditionnel. Un certain sens des priorités… La ville de Vannes devient « zone de liberté LGBT » En Bretagne comme ailleurs en France, la propagande « progressiste » ne connaît pas de répit.","La ville morbihannaise, sous l’impulsion du groupe LREM, a adopté un vœu destiné à marquer son opposition aux récentes mesures prises par des villes polonaises.",Politique,Politique
56,https://lesobservateurs.ch/2022/09/24/conflit-dinteret-bill-gates-recompense-officiellement-ursula-von-der-leyen-pour-son-soutien-financier/,Conflit d’intérêt : Bill Gates récompense officiellement Ursula von der Leyen pour son soutien financier,"Conflit d’intérêt : Bill Gates récompense officiellement Ursula von der Leyen pour son soutien financier. Il faut lire la présentation que la Fondation Gates donne du prix remis à Ursula est sans ambiguïté : In June 2020, at the Global Vaccine Summit, von der Leyen also announced a new European Commission’s contribution of €300 million to Gavi, the Vaccine Alliance. This is more than the sum of all previous EU contributions to Gavi. (En juin 2020, lors du Sommet mondial sur les vaccins, von der Leyen a également annoncé une nouvelle contribution de la Commission européenne de 300 millions d’euros à Gavi, l’Alliance du vaccin. C’est plus que la somme de toutes les contributions précédentes de l’UE à Gavi.) Autrement dit, d’un côté, Ursula von der Leyen verse 300 millions € d’argent public à une fondation créée par Bill Gates, de l’autre, la fondation Gates donne un prix (d’un montant non précisé…) à Ursula von der Leyen, pour son intervention.","In June 2020, at the Global Vaccine Summit, von der Leyen also announced a new European Commission’s contribution of €300 million to Gavi, the Vaccine Alliance. This is more than the sum of all previous EU contributions toGavi.",Économie & finance,Économie & finance
57,https://www.bvoltaire.fr/qui-va-emporter-le-debat-du-second-tour/,Qui va emporter le débat du second tour ?,"Qui va emporter le débat du second tour ?. Il faudrait déjà savoir qui seront les deux concurrents, même si on commence à avoir une petite idée, à onze jours du premier tour de l’élection présidentielle. Sauf surprise stratégique... Mais il ne s’agit pas de cela mais du débat dans le débat. Car il y a un débat dans le débat : qui seront les deux journalistes finalistes (un homme, une femme - parité oblige) appelés à animer ce combat de titans sans merci ?","Le débat du second tour de l'élection présidentielle va  emporter. Qui va emporter le débat d'un journalistes finalistes (un homme, une femme) ?",Politique,Politique
58,https://ripostelaique.com/lola-assassinee-la-reponse-des-juges-8-mois-de-taule-pour-thais.html,"Lola assassinée, la réponse des juges : 8 mois de taule pour Thaïs ! – Riposte Laique","Lola assassinée, la réponse des juges : 8 mois de taule pour Thaïs ! – Riposte Laique. Vues : 114 ﻿ L’institut pour la Justice organisait donc un rassemblement place Denfert-Rochereau, pour rendre hommage à Lola, assassinée par une Algérienne en situation irrégulière qui aurait dû être expulsée de France depuis trois ans. Regardez, sur ce magnifique reportage de Vincent Lapierre, les réactions de la rue, dans le quartier où vivait Lola, devant le laxisme de l’Etat, et notamment de la justice. L’occasion justement de commenter quelques récentes décisions de justice.","Lola assassinée, la réponse des juges : 8 mois de taule pour Thaïs ! – Riposte Laique. Regardez, sur ce magnifique reportage de Vincent Lapierre, les réactions de la rue.",Société & culture,Sécurité & criminalité
60,https://ripostelaique.com/piotr-tolstoi-si-la-france-ne-parle-pas-allemand-cest-grace-a-nous.html,"Piotr Tolstoï : Si la France ne parle pas allemand, c’est grâce à nous – Riposte Laique","Piotr Tolstoï : Si la France ne parle pas allemand, c’est grâce à nous – Riposte Laique. Vues : 95 Piotr Tolstoï, vice-président de la Douma, a récemment été interviewé sur LCI. Voici l’essentiel de ses réponses. https://youtu.be/fwXZ4LKwudo Les chars allemands, français, polonais, de toutes façons, seront brûlés par l’armée russe. Cela ne fait que prolonger la guerre et augmenter le nombre de morts.","Piotr Tolstoï, vice-président de la Douma, a récemment été interviewé sur LCI. Cela ne fait que prolonger la guerre et augmenter le nombre of morts.",Société & culture,Société & culture
61,https://www.profession-gendarme.com/ulrike-reisner-quel-lien-entre-le-vaccin-et-la-guerre-en-ukraine/,Ulrike Reisner : quel lien entre le vaccin et la guerre en Ukraine ? – Profession Gendarme,"Ulrike Reisner : quel lien entre le vaccin et la guerre en Ukraine ? – Profession Gendarme. Vue(s) : 3 781 Nous publions pour la première fois une analyse d’Ulrike Reisner, chercheuse autrichienne qui enseigne les sciences politiques et le développement régional à la école supérieure spécialisée Management Center Innsbruck. Son interrogation porte sur un sujet déjà abordé dans nos colonnes : le lien entre le coronavirus et la guerre en Ukraine. Un article à ne pas mettre entre toutes les mains.","Ulrike Reisner, chercheuse autrichienne, enseigne les sciences politiques et le développement régional. Son interrogation porte sur un sujet déjà abordé dans nos colonnes : le lien entre le coronavirus and la guerre en Ukraine. Un article à ne pas mettre entre toutes les mains.",Politique,Politique
62,https://lesdeqodeurs.fr/les-affaires-benghazi/,Pilule Rouge : Les affaires Benghazi,"Pilule Rouge : Les affaires Benghazi. Extrait du live du 13 octobre 2020 « Benghazi? Le nom me dit quelque chose. Ils en ont causé dans les médias non? » En effet, On a beaucoup parlé de l’affaire Benghazi dans les médias.",On a beaucoup parlé de l’affaire Benghazi dans les médias. Extrait du live du 13 octobre 2020.,Politique,Politique
63,https://ripostelaique.com/honte-a-la-societe-francaise-qui-a-permis-la-suspension-des-soignants.html,"Honte à la société française, qui a permis la suspension des soignants – Riposte Laique","Honte à la société française, qui a permis la suspension des soignants – Riposte Laique. Vues : 34 ﻿ On annonce donc que les soignants non vaccinés, suspendus depuis 18 mois, vont être réintégrés. Retour sur le plus grand scandale d’après-guerre subi par des salariés, avec la complicité de la majorité de la population française. https://www.ouest-france.fr/sante/virus/coronavirus/covid-19-les-soignants-non-vaccines-vont-etre-reintegres-confirme-le-ministere-de-la-sante-adef5a90-cf13-11ed-bfa8-ac96e5e331e1","On annonce donc que les soignants non vaccinés, suspendus depuis 18 mois, vont être réintégrés. Retour sur le plus grand scandale d’après-guerre subi par des salariés, avec la complicité de la majorité de the population française.",Santé publique & médecine,Santé publique & médecine 
65,https://lesalonbeige.fr/lavortement-medicalement-assiste-ne-sauve-pas-la-vie-des-femmes/,L’avortement médicalement assisté ne sauve pas la vie des femmes,"L’avortement médicalement assisté ne sauve pas la vie des femmes. Intéressante analyse parue sur IFamNews : Depuis le début de la lutte pour la légalisation de l’avortement, l’argument selon lequel l’avortement empêche une femme de mourir en cas de complications de la grossesse a été très convaincant. En réalité, la valeur thérapeutique de l’avortement n’a jamais été confirmée par des preuves scientifiques rigoureuses. John F. Murphy et Kieran O’Driscoll, auteurs d’une étude dont les résultats ont été publiés dans Therapeutic Abortion : The Medical Argument, ont conclu que l’avortement médicamenteux n’empêcherait aucun des 21 décès maternels survenus au cours des 74 317 grossesses étudiées.","L’avortement médicamenteux n’empêcherait aucun des 21 décès maternels survenus au cours des 74 317 grossesses étudiées. John F. Murphy and Kieran O’Driscoll, auteurs d’une étude dont les résultats ont été publiés dans Therapeutic Abortion : The Medical Argument.",Santé publique & médecine,Santé publique & médecine
